"timestamp","local_port","tcp_connections_total","tcp_connections_established","note"
"2026-07-08T17:44:52","8080","63","62",""
"2026-07-08T17:44:58","8080","63","62",""
"2026-07-08T17:45:04","8080","63","62",""
"2026-07-08T17:45:10","8080","63","62",""
"2026-07-08T17:45:15","8080","63","62",""
"2026-07-08T17:45:21","8080","63","62",""
"2026-07-08T17:45:27","8080","63","62",""
