"timestamp","phase","status","elapsed_ms","error"
"2026-07-09T01:09:48","baseline","200","45",""
"2026-07-09T01:09:53","baseline","200","29",""
"2026-07-09T01:09:58","baseline","200","22",""
"2026-07-09T01:10:03","baseline","200","20",""
"2026-07-09T01:10:08","baseline","200","17",""
"2026-07-09T01:10:13","baseline","200","19",""
"2026-07-09T01:10:18","baseline","200","19",""
