"timestamp","phase","status","elapsed_ms","error"
"2026-07-09T11:05:29","hardened","200","47",""
"2026-07-09T11:05:34","hardened","200","24",""
"2026-07-09T11:05:39","hardened","200","26",""
"2026-07-09T11:05:45","hardened","200","22",""
"2026-07-09T11:05:50","hardened","200","26",""
"2026-07-09T11:05:55","hardened","200","25",""
"2026-07-09T11:06:00","hardened","200","31",""
