"timestamp","local_port","tcp_connections_total","tcp_connections_established","note"
"2026-07-09T01:05:44","8080","8","2",""
"2026-07-09T01:05:50","8080","69","63",""
"2026-07-09T01:05:56","8080","69","63",""
"2026-07-09T01:06:02","8080","69","63",""
"2026-07-09T01:06:09","8080","69","63",""
"2026-07-09T01:06:15","8080","69","63",""
"2026-07-09T01:06:21","8080","69","63",""
