"timestamp","phase","status","elapsed_ms","error"
"2026-07-09T09:22:49","hardened","200","48",""
"2026-07-09T09:22:54","hardened","200","36",""
"2026-07-09T09:22:59","hardened","200","35",""
"2026-07-09T09:23:04","hardened","200","37",""
"2026-07-09T09:23:10","hardened","200","36",""
"2026-07-09T09:23:15","hardened","200","38",""
"2026-07-09T09:23:20","hardened","200","34",""
