"timestamp","local_port","tcp_connections_total","tcp_connections_established","note"
"2026-07-08T17:34:05","8080","63","62",""
"2026-07-08T17:34:11","8080","63","62",""
"2026-07-08T17:34:17","8080","63","62",""
"2026-07-08T17:34:23","8080","63","62",""
"2026-07-08T17:34:29","8080","63","62",""
"2026-07-08T17:34:35","8080","63","62",""
"2026-07-08T17:34:40","8080","63","62",""
"2026-07-08T17:34:46","8080","63","62",""
"2026-07-08T17:34:52","8080","63","62",""
