"timestamp","local_port","tcp_connections_total","tcp_connections_established","note"
"2026-07-08T17:35:12","8080","64","62",""
"2026-07-08T17:35:19","8080","64","62",""
"2026-07-08T17:35:24","8080","64","62",""
"2026-07-08T17:35:30","8080","64","62",""
"2026-07-08T17:35:36","8080","64","62",""
"2026-07-08T17:35:42","8080","64","62",""
"2026-07-08T17:35:48","8080","64","62",""
"2026-07-08T17:35:54","8080","64","62",""
"2026-07-08T17:35:59","8080","64","62",""
