"timestamp","phase","status","elapsed_ms","error"
"2026-07-08T17:34:05","baseline","200","61",""
"2026-07-08T17:34:10","baseline","200","23",""
"2026-07-08T17:34:15","baseline","200","22",""
"2026-07-08T17:34:20","baseline","200","23",""
"2026-07-08T17:34:25","baseline","200","22",""
"2026-07-08T17:34:30","baseline","200","22",""
"2026-07-08T17:34:35","baseline","200","22",""
"2026-07-08T17:34:40","baseline","200","23",""
"2026-07-08T17:34:45","baseline","200","23",""
