"timestamp","local_port","tcp_connections_total","tcp_connections_established","note"
"2026-07-08T17:46:20","8080","63","62",""
"2026-07-08T17:46:27","8080","3","2",""
"2026-07-08T17:46:32","8080","3","1",""
"2026-07-08T17:46:38","8080","3","1",""
"2026-07-08T17:46:43","8080","3","1",""
"2026-07-08T17:46:49","8080","3","1",""
"2026-07-08T17:46:55","8080","3","1",""
