"timestamp","phase","status","elapsed_ms","error"
"2026-07-08T17:46:20","hardened","200","62",""
"2026-07-08T17:46:26","hardened","200","22",""
"2026-07-08T17:46:31","hardened","200","24",""
"2026-07-08T17:46:36","hardened","200","23",""
"2026-07-08T17:46:41","hardened","200","24",""
"2026-07-08T17:46:46","hardened","200","23",""
"2026-07-08T17:46:51","hardened","200","23",""
