"timestamp","phase","status","elapsed_ms","error"
"2026-07-09T01:06:31","hardened","200","42",""
"2026-07-09T01:06:36","hardened","200","27",""
"2026-07-09T01:06:41","hardened","200","27",""
"2026-07-09T01:06:46","hardened","200","30",""
"2026-07-09T01:06:51","hardened","200","31",""
"2026-07-09T01:06:56","hardened","200","19",""
"2026-07-09T01:07:01","hardened","200","16",""
