"timestamp","phase","status","elapsed_ms","error"
"2026-07-08T17:44:52","baseline","200","65",""
"2026-07-08T17:44:57","baseline","200","23",""
"2026-07-08T17:45:02","baseline","200","22",""
"2026-07-08T17:45:07","baseline","200","21",""
"2026-07-08T17:45:12","baseline","200","24",""
"2026-07-08T17:45:17","baseline","200","22",""
"2026-07-08T17:45:22","baseline","200","24",""
