"timestamp","phase","status","elapsed_ms","error"
"2026-07-09T09:01:25","baseline","200","37",""
"2026-07-09T09:01:30","baseline","200","28",""
"2026-07-09T09:01:35","baseline","200","27",""
"2026-07-09T09:01:40","baseline","200","16",""
"2026-07-09T09:01:45","baseline","200","20",""
"2026-07-09T09:01:50","baseline","200","23",""
"2026-07-09T09:01:55","baseline","200","23",""
