"timestamp","local_port","tcp_connections_total","tcp_connections_established","note"
"2026-07-09T09:01:25","8080","3","2",""
"2026-07-09T09:01:32","8080","64","63",""
"2026-07-09T09:01:38","8080","64","63",""
"2026-07-09T09:01:45","8080","64","63",""
"2026-07-09T09:01:52","8080","64","63",""
"2026-07-09T09:01:58","8080","64","63",""
"2026-07-09T09:02:05","8080","64","63",""
